獲補助年度,領域,公司名稱,計畫名稱,負責人姓名,登記地址(行政區),核定日期,計畫起始日,計畫到期日,核定補貼款(元),自籌款,總經費,產業類別(大類),資本額(申請時)
105,創業補助,快記資訊股份有限公司,ERP自動KEY單系統創業計畫,莊豐銘,中正區,1050718,1050501,1051231,750000,1000000,1750000,資訊及通訊傳播業,10000000
105,創業補助,士林夢工場通路整合有限公司,一站式校園商圈資訊整合與跨區集點服務創業計畫,戴偉哲,北投區,1050718,1050601,1060228,700000,1000000,1700000,資訊及通訊傳播業,5000000
105,創業補助,自造玩創有限公司,異元素-創新互動式感官體驗空間創業計畫,徐乃令,信義區,1050718,1040801,1060131,1000000,1200000,2200000,藝術、娛樂及休閒服務業,1000000
105,創業補助,創意熹有限公司,台灣帽業再起飛創業計畫,賴冠臻,士林區,1050718,1050301,1051231,550000,1000000,1550000,批發及零售業,500000
105,創業補助,厝味文化股份有限公司,文化銀行創業計畫,許天亮,中正區,1050718,1050501,1060430,845000,950000,1795000,專業、科學及技術服務業,1470000
105,創業補助,秝亞國際有限公司,LEAP台灣原創運動機能服飾品牌創業計畫,陳亞俐,松山區,1050718,1050601,1051231,1000000,1000000,2000000,製造業,5150000
105,創業補助,和和實業股份有限公司,和和植物日化系列產品開發創業計畫,徐頻,信義區,1050718,1050101,1060630,1000000,1000000,2000000,批發及零售業,20000000
105,創業補助,三八六系統有限公司,386考勤管理系統創業計畫,林裕傑,信義區,1050907,1050601,1060331,700000,1000000,1700000,資訊及通訊傳播業,1000000
105,創業補助,綠拇指股份有限公司,農村產業創新加值創業計畫,黃友宣,文山區,1050907,1050801,1061031,800000,1000000,1800000,農、林、漁、牧業,500000
105,創業補助,卡洛特股份有限公司,文創金雞母獲利培育創業計畫,蔡漢霖,中山區,1050907,1050601,1060531,800000,1100000,1900000,專業、科學及技術服務業,10000000
105,創業補助,?升有限公司,Fun Caf?親子餐廳創業計畫,張曉茜,中正區,1050907,1050701,1051231,800000,1100000,1900000,住宿及餐飲業,1500000
105,創業補助,話畫有限公司,話畫異界合作O2O行銷創業計畫,賴俊穎,大同區,1050907,1050701,1060631,1000000,1000000,2000000,製造業,50000
105,創業補助,偉薩科技有限公司,大數據伺服器加速平台創業計畫,張智淳,大安區,1050907,1050401,1051231,850000,1000000,1850000,資訊及通訊傳播業,2000000
105,創業補助,弗洛思設計股份有限公司,Wismar智慧型多工機車鎖頭創業計畫,李柏蒼,信義區,1050907,1050301,1060228,700000,1000000,1700000,製造業,2000000
105,創業補助,集雅科技股份有限公司,GliaStudio人工智慧影音平台創業計畫,陳建勳,中山區,1050907,1050701,1060630,1000000,1000000,2000000,資訊及通訊傳播業,2800000
105,創業補助,鼎聚創意有限公司,高清晰解析度機車行車紀錄器創業計畫,鄒佳融,信義區,1051007,1050501,1060228,1000000,1400000,2400000,製造業,100000
105,創業補助,走出來股份有限公司,gogoout租車通-創新租車整合服務創業計畫,吳政勳,內湖區,1051007,1050701,1060630,600000,1000000,1600000,資訊及通訊傳播業,750000
105,創業補助,馬拉松創意生活有限公司,「森林跑站」全方位運動休閒服務創業計畫,蔡宜玫,大安區,1051007,1050801,1060731,600000,1020000,1620000,藝術、娛樂及休閒服務業,3000000
105,創業補助,維蘴設計有限公司,Brian Chen Bridal創業計畫,陳宏宇,北投區,1051007,1050701,1061231,800000,1000000,1800000,專業、科學及技術服務業,1000000
105,創業補助,湃思股份有限公司,即時渲染同步作業動畫製程之研發與授權創業計畫,姚裕勝,信義區,1051007,1050801,1060331,1000000,1000000,2000000,資訊及通訊傳播業,4000000
105,創業補助,奇格設計有限公司,「華力傢居」竹藤工藝傢俱燈飾品牌創業計畫,林靖格,萬華區,1051007,1050701,1060630,700000,1000000,1700000,製造業,25000000
105,創業補助,皇家絲路有限公司,皇家絲路 Royal Silk Road 全球首發死海礦泥面膜 創業計畫,蘇炯明,萬華區,1051007,1050701,1060630,750000,930000,1680000,批發及零售業,2000000
105,創業補助,心展物聯網有限公司,心展物聯網創業計畫,黃則斌,松山區,1051205,1050826,1060826,500000,500000,1000000,資訊及通訊傳播業,200000
105,創業補助,闊力股份有限公司,求職天眼通創業計畫,古宗禎,大安區,1051205,1051001,1060430,800000,1030000,1830000,資訊及通訊傳播業,500000
105,創業補助,司圖科技股份有限公司,智慧室內停車場定位及導航系統創業計畫,林詩頎,中山區,1051205,1050901,1060228,770000,1000000,1770000,資訊及通訊傳播業,5100000
105,創業補助,有戲創意有限公司,有戲創意有限公司CREW CAFE創業計畫,陳牧謙,中山區,1051205,1050801,1060531,700000,1000000,1700000,批發及零售業,3100000
105,創業補助,勇之傑有限公司,優質手做果醬飲品創業計畫,郭勇廷,內湖區,1051205,1050901,1060831,550000,1000000,1550000,批發及零售業,500000
105,創業補助,聚聚科技有限公司,VR Sports創業計畫,李敘忻,大安區,1051205,1050801,1060731,1000000,1000000,2000000,資訊及通訊傳播業,1500000
105,創業補助,雷獸遊戲事業有限公司,地城彈珠手機遊戲創業計畫,潘俊達,松山區,1051205,1050401,1060131,662000,663000,1325000,資訊及通訊傳播業,2000000
105,創業補助,知己國際文創有限公司,織耕Vintine台灣時裝設計師品牌創業計畫,陳怡婷,大安區,1051205,1050301,1060228,800000,1100000,1900000,製造業,500000
105,創業補助,福沃社會企業有限公司,ForWorld轉動台灣x創新公益CCS平台創業計畫,許修玄,信義區,1051205,1050401,1060131,650000,1000000,1650000,其他服務業,1000000
105,創業補助,跨領域科技股份有限公司,混合實境塗鴉互動體驗系統創業計畫,邱茗楷,內湖區,1051219,1051001,1060930,1000000,1000000,2000000,資訊及通訊傳播業,1000000
105,創業補助,岳鼎股份有限公司,xMight企業級雲端智能電力監管平臺創業計畫,梁永昌,松山區,1051219,1041007,1060531,1000000,1000000,2000000,資訊及通訊傳播業,1000000
105,創業補助,誠美社會企業股份有限公司,TICA台北原住民當代藝術中心藝術展售平台創業計畫,陳百棟,松山區,1051219,1051001,1060331,1000000,1000000,2000000,專業、科學及技術服務業,1000000
105,創業補助,參熊親子運動事業有限公司,Fit together親子友善健身房創業計畫,吳思慧,大安區,1051219,1051001,1060930,859000,860000,1719000,藝術、娛樂及休閒服務業,2150000
105,創業補助,微物聯科技有限公司,行動裝置「智能光ID傳輸暨辨識」模組技術開發應用創業計畫,鄭豪裕,中山區,1051219,1051101,1061031,950000,1000000,1950000,資訊及通訊傳播業,2000000
106,創業補助,弘華智能機電股份有限公司,工業與醫療自動監控與智慧化管理系統創業計畫,張家棟,內湖區,1060116,1050901,1060831,700000,1000000,1700000,製造業,500000
106,創業補助,小寶藏服裝工作室,Little Treasure小寶藏服裝工作室創業計畫,鄭采忻,大安區,1060116,1051101,1061031,550000,1000000,1550000,專業、科學及技術服務業,240000
106,創業補助,臺青國際文創有限公司,臺青國際文創 - Leatai文創筆記本品牌創業計畫,陳耀夫,松山區,1060116,1051115,1061114,550000,1000000,1550000,製造業,50000
106,創業補助,海馬音樂工作室有限公司,91譜行動裝置APP 創業計畫,王翰,大安區,1060116,1060201,1061231,900000,988000,1888000,藝術、娛樂及休閒服務業,2000000
106,創業補助,樂心商行 ,繽紛台灣果然好茶創業計畫,楊琇茗,大安區,1060116,1051201,1060831,800000,1000000,1800000,批發及零售業,100000
106,創業補助,微光生物科技股份有限公司,「可攜式活體動物冷螢光系統」創業計畫,陳文祺,大安區,1060116,1051001,1060930,800000,994000,1794000,專業、科學及技術服務業,3000000
106,創業補助,愛禮物創意設計股份有限公司,具自動建議送禮內容之送禮服務創業計畫,鄭凱升,信義區,1060116,1051011,1060810,700000,1000000,1700000,專業、科學及技術服務業,2000000
106,創業補助,鉑鑉股份有限公司,My ProGuide創業計畫,翁晟譯,中正區,1060116,1060101,1061231,650000,1000000,1650000,資訊及通訊傳播業,762000
106,創業補助,杰藝文創有限公司,電子競技選手與直播主培訓暨直播節目製作創業計畫,林苡宗,中正區,1060116,1051101,1060430,800000,1000000,1800000,藝術、娛樂及休閒服務業,20000000
106,創業補助,羽芯彩妝有限公司,羽芯彩妝創業計畫,陳青靖,大同區,1060210,1051125,1061124,600000,760000,1360000,其他服務業,1000000
106,創業補助,歐琺創智股份有限公司,創新教育智慧積木創業計畫,高林于,內湖區,1060210,1051201,1060930,1000000,1000000,2000000,資訊及通訊傳播業,2000000
106,創業補助,明日逸品股份有限公司,PAIX物聯網智慧背包營運發展創業計畫,張明修,文山區,1060210,1051201,1060531,900000,1000000,1900000,專業、科學及技術服務業,2000000
106,創業補助,意創坊國際股份有限公司,針織研發中心暨織品優化服務創業計畫,陳蔡富美,松山區,1060210,1051001,1060930,900000,1020000,1920000,批發及零售業,15000000
106,創業補助,映璇生技股份有限公司,客製化過敏與慢性疾病寵物處方鮮食創業計畫,閻立,信義區,1060210,1051101,1060831,900000,1000000,1900000,批發及零售業,1500000
106,創業補助,艾威奧普股份有限公司,ADDWEUP剩餘貨幣轉換線上支付點數服務創業計畫,鄧培志,大安區,1060210,1060101,1060930,1000000,1000000,2000000,資訊及通訊傳播業,1000000
106,創業補助,杏泓科技服務有限公司,智慧潛水衣創業計畫,洪紹航,中正區,1060414,1060201,1070131,850000,1000000,1850000,製造業,3000000
106,創業補助,金旺天然愛玉股份有限公司,台灣養生愛玉坊創業計畫,謝宗欽,大安區,1060414,1060101,1061231,700000,1000000,1700000,批發及零售業,1500000
106,創業補助,神經元科技股份有限公司,神經元腦部疾病快篩裝置創業計畫,王經富,中正區,1060414,1051101,1061031,1000000,1000000,2000000,資訊及通訊傳播業,1200000
106,創業補助,遊戲思維股份有限公司,大媽嚴選遊戲式導購平台創業計畫,陳昭廷,大同區,1060414,1051101,1060831,800000,1000000,1800000,資訊及通訊傳播業,1000000
106,創業補助,恩平方財經股份有限公司,MacroMicro財經M平方:最專業的總經投資平台創業計畫,陳佳茹,信義區,1060414,1060101,1070228,1000000,1000000,2000000,資訊及通訊傳播業,2000000
106,創業補助,投圓文化有限公司,北投說書人創業計畫,林智海,北投區,1060414,1060201,1070131,800000,1000000,1800000,藝術、娛樂及休閒服務業,30000
106,創業補助,芙彤園股份有限公司,BlueSeeds一畝香草田品牌發展創業計畫,張茹蓮,中正區,1060414,1060201,1070731,800000,1000000,1800000,批發及零售業,8630000
106,創業補助,酷果創意行銷工作室,創思促發數位系統整合文藝創新創業計畫,楊傳億,信義區,1060414,1060501,1070228,700000,1000000,1700000,其他服務業,1500000
106,創業補助,嘉基國際有限公司,G&S’農業關鍵升級整合創業計畫,胡偉杰,中山區,1060414,1060101,1061231,700000,1000000,1700000,專業、科學及技術服務業,1000000
106,創業補助,睿軒有限公司,非連鎖零售商家營運管理模組開發創業計畫,鄭睿迪,文山區,1060512,1060101,1060930,700000,1000000,1700000,資訊及通訊傳播業,1000000
106,創業補助,如是空間文創事業有限公司,如是空間藝文推廣創業計畫,石喻方,士林區,1060512,1060201,1070731,800000,1000000,1800000,藝術、娛樂及休閒服務業,3000000
106,創業補助,寰宇尖端薄膜有限公司,環境友善高黏著感壓膠薄膜配方創業計畫,宋明逸,萬華區,1060512,1060301,1070228,900000,1000000,1900000,製造業,2000000
106,創業補助,橡果藝術股份有限公司,橡果藝術創業計畫,郭釙任,大安區,1060512,1060201,1070131,900000,1172000,2072000,專業、科學及技術服務業,500000
106,創業補助,致樂創意股份有限公司,聚樂邦創業計畫,林志育,大安區,1060512,1060301,1070228,600000,861000,1461000,其他服務業,100000
106,創業補助,皮嘎和龐達有限公司,皮嘎和龐達故事咖啡館創業計畫,楊景祁,大同區,1060512,1060101,1061231,800000,1000000,1800000,住宿及餐飲業,3000000
106,創業補助,霓福顧問有限公司,Leveraging meta cloud computing Startup Project,Vincent Alliaga, 松山區,1060512,1060301,1061231,1000000,1000000,2000000,專業、科學及技術服務業,600000
106,創業補助,遞智科技股份有限公司,個人化雲端智慧助理服務系統創業計畫,張同鑫,大同區,1060512,1060101,1061231,950000,1130000,2080000,資訊及通訊傳播業,2000000
106,創業補助,一直飛股份有限公司,Trip+航空哩程最佳化機票搜尋服務推廣創業計畫,游柏輝,中正區,1060512,1060401,1061231,600000,1000000,1600000,資訊及通訊傳播業,4400000
106,創業補助,觀景窗創意有限公司,ViewFinder 個性化圖像商品銷售平台創業計畫,高誌謙,大安區,1060512,1060301,1070228,1000000,1100000,2100000,資訊及通訊傳播業,500000
106,創業補助,貝克生醫股份有限公司,肺癌之放射線近接治療置放器創業計畫,賴宗佑,信義區,1060616,1060401,1070331,800000,1000000,1800000,專業、科學及技術服務業,1500000
106,創業補助,酷鳩科技有限公司,機械式音樂盒與物聯網系統開發創業計畫,馮振祥,松山區,1060616,1060501,1070430,900000,1000000,1900000,專業、科學及技術服務業,3000000
106,創業補助,七法股份有限公司,判決書資料結構化創業計畫,郭榮彥,內湖區,1060616,1060401,1061231,700000,900000,1600000,資訊及通訊傳播業,5500000
106,創業補助,邦妮科技有限公司,對話式智能服務建置平台創業計畫,羅建凱,信義區,1060616,1060301,1070228,680000,1000000,1680000,資訊及通訊傳播業,1000000
106,創業補助,醫創科技股份有限公司,醫快拍病歷影像紀錄平台創業計畫,吳文暄,松山區,1060616,1060401,1070331,1000000,1000000,2000000,資訊及通訊傳播業,3000000
106,創業補助,沛智生醫科技股份有限公司,不孕症療程軟體創業計畫,曹馨尹,大安區,1060616,1060301,1070228,950000,1000000,1950000,資訊及通訊傳播業,1001000
106,創業補助,峰雲智慧行銷股份有限公司,『智慧廣告投放平台』創業計畫,江國峰,松山區,1060616,1060101,1061231,1000000,1000000,2000000,專業、科學及技術服務業,5000000
106,創業補助,樂石科技有限公司,「動科技」互動攀岩創業計畫,鄧立青,北投區,1060616,1060401,1070331,950000,1000000,1950000,資訊及通訊傳播業,1000000
106,創業補助,酷手科技股份有限公司,酷手科技手勢互動技術開發創業計畫,吳季剛,文山區,1060616,1060401,1061231,945000,945000,1890000,資訊及通訊傳播業,100000
106,創業補助,中華圖象字教育有限公司,活出字我-漢字復活創業計畫,廖文豪,文山區,1060616,1060601,1070531,700000,1000000,1700000,專業、科學及技術服務業,3000000
106,創業補助,川陀數位有限公司,CakeResume個人品牌履歷工具服務創業計畫,劉君羿,中正區,1060616,1060401,1061231,750000,960000,1710000,資訊及通訊傳播業,2000000
106,創業補助,三細胞有限公司,智慧藥盒創業計畫,翁郁明,松山區,1060714,1060301,1061031,750000,1000000,1750000,製造業,1200000
106,創業補助,點點善有限公司,點點善翻轉天賦創業計畫,葉文宏,松山區,1060714,1060211,1061211,1000000,1000000,2000000,專業、科學及技術服務業,2000000
106,創業補助,走巴顧問有限公司,法國留學好簡單創業計畫,陳璦美,松山區,1060714,1060301,1070228,600000,1000000,1600000,專業、科學及技術服務業,500000
106,創業補助,學次方設計工作室,尋天─尋找學生的天賦創業計畫,林佳瑩,中正區,1060714,1060301,1070228,600000,870000,1470000,資訊及通訊傳播業,200000
106,創業補助,芝麻開門有限公司,智慧手機開鎖與飯店行動服務應用創業計畫,鄭永奕,松山區,1060714,1060501,1070228,600000,600000,1200000,資訊及通訊傳播業,3000000
106,創業補助,睿虹企業有限公司,睿虹超防水密封膠條市場推廣創業計畫,張嘉茜,中正區,1060714,1060501,1061231,950000,1000000,1950000,批發及零售業,5000000
106,創業補助,睿奇創新股份有限公司,環保裝填式行動電源附加移動廣告模式創業計畫,高定國,信義區,1060714,1060501,1070430,750000,1000000,1750000,製造業,3700000
106,創業補助,路星股份有限公司,Rooit聊天機器人聊天社群創業計畫,許博鈞,內湖區,1060714,1060501,1070430,900000,1100000,2000000,資訊及通訊傳播業,2100000
106,創業補助,宇超崇群有限公司,專屬中小服飾店家-高效iPad結帳系統創業計畫,游崇韋,大安區,1060714,1060720,1070720,850000,1000000,1850000,資訊及通訊傳播業,200000
106,創業補助,微客創意股份有限公司,紅逗網路原創媒體創業計畫,王奕傑,松山區,1060714,1060601,1070331,600000,1000000,1600000,資訊及通訊傳播業,3000000
106,創業補助,諸度股份有限公司,《5breakfast 快速買早餐》 創業計畫,徐??,中山區,1060815,1060401,1061231,600000,1000000,1600000,資訊及通訊傳播業,5000000
106,創業補助,脈動心聯股份有限公司,脈動心聯股份有限公司創業計畫,楊文澤,內湖區,1060815,1060501,1070430,1000000,1024000,2024000,資訊及通訊傳播業,2000000
106,創業補助,大團圓食品股份有限公司,團圓堅果-健康低溫烘焙堅果電商創業計畫,劉家昇,大安區,1060815,1060701,1070630,800000,1000000,1800000,批發及零售業,20000
106,創業補助,妙蒜股份有限公司,妙蒜工作室創業計畫,羅英綸,內湖區,1060815,1060301,1070228,850000,1000000,1850000,資訊及通訊傳播業,1950000
106,創業補助,永尊珠寶有限公司,“由你玩飾”自由組合飾品跨境店商創業計畫,廖文宏,中正區,1060815,1060401,1070731,900000,1094000,1994000,專業、科學及技術服務業,1000000
106,創業補助,研動科技股份有限公司,互動式直立廣告機軟體服務模組創業計畫,簡良益,內湖區,1060815,1060301,1061231,800000,1000000,1800000,專業、科學及技術服務業,5000000
106,創業補助,鳴醫有限公司,智慧醫療生態啟動創業計畫,謝懿,內湖區,1060815,1060406,1070405,1000000,1000000,2000000,專業、科學及技術服務業,1000000
106,創業補助,璞立有限公司,Pretty Nice 數位直噴風格品牌創業計畫,林振嘉,萬華區,1060815,1060601,1070531,1000000,1000000,2000000,批發及零售業,3000000
106,創業補助,樂昇股份有限公司,樂齡昇活智慧爬梯機創業計畫,彭彥碩,大安區,1060815,1060611,1070211,700000,1000000,1700000,製造業,2000000
106,創業補助,象限文化事業有限公司,台灣影像藝術、資源及人才種子創業計畫,呂盈蓉,大同區,1060919,1060701,1070630,800000,1000000,1800000,藝術、娛樂及休閒服務業,260000
106,創業補助,得人資源整合有限公司,就業促進－重回職場工作媒合加值服務創業計畫,蔡淯鈴,信義區,1060919,1060701,1071231,900000,1000000,1900000,支援服務業,1000000
106,創業補助,優雪食尚樂活股份有限公司,優雪食尚樂活Uchef- Meal Kit to Lifestyle創業計畫,曾柏澔,大安區,1060919,1060201,1070131,900000,1000000,1900000,住宿及餐飲業,1000000
106,創業補助,九品誠有限公司,自動無煙串燒店創業計畫,譚仕宏,大安區,1060919,1060601,1070131,1000000,1000000,2000000,批發及零售業,1000000
106,創業補助,緹蜜歐科技股份有限公司,Lovenuts愛情堅果女性用品創業計畫,徐德隆,中山區,1060919,1060801,1070731,800000,1000000,1800000,製造業,1100000
106,創業補助,盒大國際有限公司,科技情緒互動學習創業計畫,趙慧凡,內湖區,1060919,1061101,1070630,900000,1000000,1900000,專業、科學及技術服務業,1000000
106,創業補助,如牧創新有限公司,如牧創新-MR混合實境互動體驗創業計畫,陳怡璇,大安區,1061023,1060701,1070228,700000,1100000,1800000,資訊及通訊傳播業,2000000
106,創業補助,濰晟企業有限公司,WISHING客製服務與文創設計品牌創業計畫,陳盈錩,士林區,1061023,1061001,1070930,700000,1000000,1700000,製造業,1500000
106,創業補助,沃畝股份有限公司,用科技服務構築永續農業創業計畫,許又仁,大安區,1061023,1060901,1070831,900000,1000000,1900000,專業、科學及技術服務業,1200000
106,創業補助,好耘設計工作室,織織不倦-慢時尚設計創業計畫,何家興,中山區,1061023,1060901,1070831,800000,1000000,1800000,批發及零售業,100000
106,創業補助,美栩科技股份有限公司,遇見Menu(MiraMenu)智慧型AR線上互動菜單創業計畫,許偉忠,內湖區,1061023,1061001,1070531,600000,1000000,1600000,資訊及通訊傳播業,1600000
106,創業補助,泰睿思股份有限公司,泰睿思股份有限公司創業計畫,莊豐銘,中正區,1061023,1060701,1070630,1000000,1500000,2500000,資訊及通訊傳播業,3000000
106,創業補助,大氣音樂股份有限公司,OAO音樂教學管理與行銷整合平台創業計畫,周于翔,內湖區,1061128,1060901,1070831,800000,1000000,1800000,資訊及通訊傳播業,1600000
106,創業補助,擷躍公關顧問有限公司,電競專班課程開發與師資培訓創業計畫,陳昌漢,文山區,1061128,1060901,1070831,500000,900000,1400000,藝術、娛樂及休閒服務業,3000000
106,創業補助,程式老爹股份有限公司,程式老爹-打造下一代的Maker DNA 創業計畫,徐?博,大安區,1061128,1061101,1071031,970000,980000,1950000,資訊及通訊傳播業,300000
106,創業補助,雲果資訊顧問股份有限公司,雲果健康照護資訊管理系統創業計畫,朱孝偉,大安區,1061128,1060701,1070630,800000,1050000,1850000,資訊及通訊傳播業,14000000
106,創業補助,爆榖文化股份有限公司,爆榖文化創業計畫,林正偉,萬華區,1061225,1060901,1080228,800000,1000000,1800000,批發及零售業,1000000
106,創業補助,晨坊有限公司,透過智能物聯網結合格子趣扶植特教直播教學愛心課程創業計畫,謝佳璇,大安區,1061225,1061101,1070831,1000000,1000000,2000000,批發及零售業,2200000
106,創業補助,向心圓有限公司,RadialRound兩段式金屬減塑牙刷推廣創業計畫,劉建麟,中正區,1061225,1061001,1070930,1000000,1000000,2000000,批發及零售業,300000
106,創業補助,天來智慧科技股份有限公司,AI無人智販零售服務開發創業計畫,謝聖德,信義區,1061225,1061101,1070630,1000000,1000000,2000000,資訊及通訊傳播業,1000000
106,創業補助,透視數據有限公司,PicSee網路紅人智慧廣告導購服務創業計畫,魏取向,中山區,1061225,1061101,1071031,1000000,1000000,2000000,資訊及通訊傳播業,6010000
106,創業補助,四比有限公司,品牌推廣社群媒體行銷創業計畫,陳安哲,大安區,1061225,1060825,1070824,600000,1000000,1600000,專業、科學及技術服務業,400000
106,創業補助,詮識數位股份有限公司,『社群資料採礦聯合個人化數位足跡之服務加值系統』創業計畫,方桃忠,信義區,1061225,1060901,1070531,800000,1160000,1960000,資訊及通訊傳播業,10000000
107,創業補助,麒趣科技股份有限公司,KitchBot－智慧廚具聯網社群服務創業計畫,楊仕凡,大安區,1070208,1070101,1070930,900000,1000000,1900000,資訊及通訊傳播業,3000000
107,創業補助,邱吉爾企業有限公司,邱吉爾列國香腸進化創業計畫,郭東民,中正區,1070208,1060901,1071231,1000000,1500000,2500000,批發及零售業,199000
107,創業補助,挑它有限公司,Wattle－智慧模組化水壺服務開發創業計畫,陳怡安,大同區,1070208,1061116,1070715,800000,1000000,1800000,專業、科學及技術服務業,200000
107,創業補助,艾可森數位學習有限公司,動態故事播放系統創業計畫 ,張幸昀,中山區,1070208,1061001,1070930,800000,1000000,1800000,資訊及通訊傳播業,500000
107,創業補助,馬瑞利烘焙坊有限公司,Developing and Launching Innovative Oat-Based Product Concept in Taiwan創業計畫,M?kel? Juha,文山區,1070208,1061001,1070930,700000,1035000,1735000,批發及零售業,500000
107,創業補助,飛競鬥士有限公司,全民瘋”飛競”運動創業計畫,林鉅比,中山區,1070208,1060901,1070831,750000,1000000,1750000,藝術、娛樂及休閒服務業,700000
107,創業補助,德芙生醫科技股份有限公司,ENZYME SECRET皮膚科學照護保養品牌創業計畫,賴治坊,松山區,1070326,1061220,1071130,700000,1000000,1700000,批發及零售業,3559200
107,創業補助,花寓設計工作室,花寓設計社會企業-花卉設計再開發3D模組商品化創業計畫,葉雙瑜,信義區,1070326,1061101,1071031,800000,998000,1798000,藝術、娛樂及休閒服務業,220000
107,創業補助,點工堂有限公司,小小太空人-台灣原創IP品牌創新創業計畫,方鈞立,內湖區,1070326,1070101,1071231,999000,999000,1998000,資訊及通訊傳播業,1500000
107,創業補助,彼此影業股份有限公司,臺灣影視內容品質提升與市場創造創業計畫,陳郁佳,大安區,1070326,1070301,1080331,1000000,1050000,2050000,資訊及通訊傳播業,1100000
107,創業補助,厝味旅宿管理顧問股份有限公司,厝味覓旅創業計畫,許天亮,中正區,1070326,1061001,1070930,980000,1410000,2390000,專業、科學及技術服務業,3050000
107,創業補助,意集設計股份有限公司,DreamVok創業計畫,楊振甫,信義區,1070326,1060901,1070731,1000000,1000000,2000000,專業、科學及技術服務業,11000000
107,創業補助,天馬星空股份有限公司,好康滿滿大平台之第一期創業計畫,李崇宇,內湖區,1070326,1060915,1070914,800000,999000,1799000,資訊及通訊傳播業,1200000
107,創業補助,必團有限公司,研發互動性網站來洞悉用戶喜好，打造華流音樂界的Netflix創業計畫,何浩瑜,松山區,1070326,1070301,1080331,800000,1200000,2000000,資訊及通訊傳播業,450000
107,創業補助,必銳錡科技有限公司,BVG－數據整合分析營運顧問服務創業計畫,徐有鍵,中山區,1070326,1070101,1070930,900000,1025000,1925000,專業、科學及技術服務業,1000000
107,創業補助,天影創新科技有限公司,空拍任務媒合及影像共享平台創業計畫,宋慧茹,士林區,1070326,1061001,1070930,1000000,1225000,2225000,資訊及通訊傳播業,1200000
107,創業補助,光禾感知科技股份有限公司,AR/VR/VBIP創新整合應用服務開發創業計畫,王友光,松山區,1070326,1070101,1070831,1000000,1000000,2000000,專業、科學及技術服務業,100000
107,創業補助,略策股份有限公司,藉由聊天軟體紀錄事件的創新服務模式創業計畫,施尚宏,大安區,1070504,1070101,1070831,950000,950000,1900000,資訊及通訊傳播業,2000000
107,創業補助,握得股份有限公司,AR擴增實境體感互動娛樂創業計畫,黃鶴樓,內湖區,1070504,1061101,1071031,800000,1000000,1800000,資訊及通訊傳播業,3000000
107,創業補助,可立可股份有限公司,KlickKlack策展網路顧問創業計畫,張文沛,中正區,1070504,1070120,1071219,800000,1000000,1800000,資訊及通訊傳播業,3000000
107,創業補助,談談有限公司,tan tan服飾品牌創業計畫,談心,大同區,1070504,1070101,1080228,1000000,1000000,2000000,專業、科學及技術服務業,1000000
107,創業補助,紅心風格音樂有限公司,臺廠精品吉他品牌 - 紅心吉他創業計畫,蘇沛強,文山區,1070504,1070301,1080228,750000,1000000,1750000,製造業,100000
107,創業補助,達拉然雲端有限公司,Termsoup翻譯雲端創業計畫,周?英,中山區,1070504,1070401,1080331,1000000,1000000,2000000,資訊及通訊傳播業,200000
107,創業補助,艾迪爾研創有限公司,模組化多功能地板落水頭創業計畫,李欣杰,信義區,1070504,1070101,1071231,1000000,1000000,2000000,製造業,2000000
107,創業補助,生生品創策動志業股份有限公司,生生品創策動志業創業計畫,王仁宏,信義區,1070504,1070201,1071130,800000,1023000,1823000,專業、科學及技術服務業,130000
107,創業補助,熙堂有限公司,熙堂-新飲品理念文化推廣創業計畫,黃紳祐,南港區,1070504,1070101,1071231,550000,993000,1543000,住宿及餐飲業,700000
107,創業補助,是該工作了有限公司,公有雲平台管理與監控服務創業計畫,丁志毅,松山區,1070504,1070501,1080430,700000,900000,1600000,資訊及通訊傳播業,700000
107,創業補助,以西結科技有限公司,以西結科技有限公司創業計畫,陳羽泓,大同區,1070504,1070401,1080930,750000,955000,1705000,資訊及通訊傳播業,1000000
107,創業補助,博鑫醫電股份有限公司,心電圖機/監護儀自動驗證系統(AVS)創業計畫,游瑞元,南港區,1070504,1070401,1071203,900000,1000000,1900000,專業、科學及技術服務業,10000000
107,創業補助,潮語傳媒股份有限公司,MemePR 人工智慧行銷媒合平台創業計畫,顏昭輝,南港區,1070531,1070101,1071031,800000,1002000,1802000,專業、科學及技術服務業,1015000
107,創業補助,皇臻生物科技股份有限公司,寵物專業營養保健新品牌創業計畫,張高秀英,中正區,1070531,1070301,1080531,700000,1200000,1900000,專業、科學及技術服務業,2000000
107,創業補助,瑞豐農業科技有限公司,高抗氧活性飼料添加劑開發計畫,趙志秦,士林區,1070531,1070401,1080930,900000,985000,1885000,專業、科學及技術服務業,1000000
107,創業補助,陽明數位牙材股份有限公司,創新全口假牙之關鍵材料開發創業計畫,蘇俊鳴,大安區,1070531,1070619,1080618,900000,1000000,1900000,專業、科學及技術服務業,1000000
107,創業補助,艾碁瑞科技有限公司,多功能複合式弓弦調整器創業計畫,陳婷妮,中山區,1070531,1070201,1080131,1000000,1000000,2000000,製造業,5000000
107,創業補助,恆星紡織有限公司,恆星紡織新型態整合式顧問服務創業計畫,何維恩,松山區,1070531,1070301,1080228,900000,1160000,2060000,專業、科學及技術服務業,200000
